epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
5,0.6557591557502747,9.999999747378752e-06,0.6554827690124512,0.6822916865348816,0.6114493012428284
6,0.6335078477859497,9.999999747378752e-06,0.689026415348053,0.6770833134651184,0.6110549569129944
7,0.6400523781776428,9.999999747378752e-06,0.6489163041114807,0.6458333134651184,0.6231211423873901
8,0.6544502377510071,9.999999747378752e-06,0.6578254699707031,0.6510416865348816,0.6242732405662537
9,0.6727748513221741,9.999999747378752e-06,0.6332966089248657,0.65625,0.6272734999656677
10,0.6505235433578491,4.999999873689376e-06,0.638954222202301,0.6666666865348816,0.6188016533851624
11,0.6492146849632263,4.999999873689376e-06,0.658303439617157,0.671875,0.6137675642967224
